"zip","name","empflag","emp_nf","emp","qp1_nf","qp1","ap_nf","ap","est","city","stabbr","cty_name"
"54215","KELLNERSVILLE, WI",,"J",18,"J",37,"J",126,4,"KELLNERSVILLE","WI","MANITOWOC"
"54216","KEWAUNEE, WI",,"G",1442,"H",17139,"G",61811,120,"KEWAUNEE","WI","KEWAUNEE"
"54217","LUXEMBURG, WI",,"G",1969,"H",15474,"H",74879,195,"LUXEMBURG","WI","KEWAUNEE"
"54220","MANITOWOC, WI",,"G",17707,"G",157241,"G",655408,937,"MANITOWOC","WI","MANITOWOC"
"54221","MANITOWOC, WI",,"H",2606,"G",36145,"H",138267,53,"MANITOWOC","WI","MANITOWOC"
"54226","MAPLEWOOD, WI","A","D",0,"D",0,"D",0,1,"MAPLEWOOD","WI","DOOR"
"54227","MARIBEL, WI",,"G",150,"G",1142,"G",5602,35,"MARIBEL","WI","MANITOWOC"
"54228","MISHICOT, WI",,"G",336,"H",1496,"H",6738,40,"MISHICOT","WI","MANITOWOC"
"54229","NEW FRANKEN, WI",,"G",727,"G",6375,"G",28538,80,"NEW FRANKEN","WI","BROWN"
"54230","REEDSVILLE, WI",,"H",453,"G",2962,"G",14678,62,"REEDSVILLE","WI","MANITOWOC"
"54232","SAINT NAZIANZ, WI",,"H",435,"J",5227,"J",22246,22,"SAINT NAZIANZ","WI","MANITOWOC"
"54234","SISTER BAY, WI",,"H",781,"H",5154,"H",28407,150,"SISTER BAY","WI","DOOR"
"54235","STURGEON BAY, WI",,"G",7726,"G",65934,"G",273949,641,"STURGEON BAY","WI","DOOR"
"54240","TISCH MILLS, WI","B","D",0,"D",0,"D",0,2,"TISCH MILLS","WI","MANITOWOC"
"54241","TWO RIVERS, WI",,"G",4001,"G",54374,"G",212763,259,"TWO RIVERS","WI","MANITOWOC"
"54245","VALDERS, WI",,"G",754,"G",7743,"G",34903,63,"VALDERS","WI","MANITOWOC"
"54246","WASHINGTON ISLAND, WI",,"G",129,"G",753,"G",4369,48,"WASHINGTON ISLAND","WI","DOOR"
"54247","WHITELAW, WI",,"H",238,"H",1803,"H",7971,41,"WHITELAW","WI","MANITOWOC"
"54301","GREEN BAY, WI",,"G",15885,"H",202183,"G",869028,659,"GREEN BAY","WI","BROWN"
"54302","GREEN BAY, WI",,"G",10807,"G",104698,"G",443684,571,"GREEN BAY","WI","BROWN"
"54303","GREEN BAY, WI",,"G",16774,"G",153700,"G",675157,851,"GREEN BAY","WI","BROWN"
"54304","GREEN BAY, WI",,"G",29819,"G",322351,"G",1345001,1185,"GREEN BAY","WI","BROWN"
"54305","GREEN BAY, WI",,"H",4106,"H",43313,"H",177610,39,"GREEN BAY","WI","BROWN"
"54306","GREEN BAY, WI","I","D",0,"D",0,"D",0,13,"GREEN BAY","WI","BROWN"
"54307","GREEN BAY, WI",,"G",2674,"G",43381,"G",188674,48,"GREEN BAY","WI","BROWN"
"54308","GREEN BAY, WI",,"H",2755,"G",38047,"G",156470,21,"GREEN BAY","WI","BROWN"
"54311","GREEN BAY, WI",,"G",15039,"G",142303,"G",629725,688,"GREEN BAY","WI","BROWN"
"54313","GREEN BAY, WI",,"G",10415,"H",97681,"G",407018,706,"GREEN BAY","WI","BROWN"
"54324","GREEN BAY, WI",,"H",101,"H",897,"H",3651,8,"GREEN BAY","WI","BROWN"
"54344","GREEN BAY, WI","G","D",0,"D",0,"D",0,20,"GREEN BAY","WI","BROWN"
"54401","WAUSAU, WI",,"G",25937,"G",248974,"G",1070239,974,"WAUSAU","WI","MARATHON"
"54402","WAUSAU, WI",,"G",1320,"G",15574,"G",65962,46,"WAUSAU","WI","MARATHON"
"54403","WAUSAU, WI",,"G",7459,"H",71660,"H",295631,580,"WAUSAU","WI","MARATHON"
"54404","MARSHFIELD, WI","C","D",0,"D",0,"D",0,3,"MARSHFIELD","WI","WOOD"
"54405","ABBOTSFORD, WI",,"H",1835,"H",14112,"H",62614,97,"ABBOTSFORD","WI","CLARK"
"54406","AMHERST, WI",,"G",949,"G",10520,"G",43246,82,"AMHERST","WI","PORTAGE"
"54407","AMHERST JUNCTION, WI",,"G",102,"H",431,"H",2135,19,"AMHERST JUNCTION","WI","PORTAGE"
"54408","ANIWA, WI",,"H",87,"H",553,"H",2491,22,"ANIWA","WI","MARATHON"
"54409","ANTIGO, WI",,"H",5685,"G",46816,"G",203258,425,"ANTIGO","WI","LANGLADE"
"54410","ARPIN, WI",,"J",593,"H",3987,"H",16732,31,"ARPIN","WI","WOOD"
"54411","ATHENS, WI",,"G",505,"H",3734,"H",19827,88,"ATHENS","WI","MARATHON"
"54412","AUBURNDALE, WI",,"G",354,"G",2922,"G",12808,38,"AUBURNDALE","WI","WOOD"
"54413","BABCOCK, WI",,"G",55,"H",509,"H",2315,3,"BABCOCK","WI","WOOD"
"54414","BIRNAMWOOD, WI",,"G",365,"H",2897,"H",14184,67,"BIRNAMWOOD","WI","SHAWANO"
"54415","BLENKER, WI",,"J",413,"J",3679,"J",15122,10,"BLENKER","WI","WOOD"
"54416","BOWLER, WI",,"J",590,"J",3677,"J",15073,14,"BOWLER","WI","SHAWANO"
"54417","BROKAW, WI","B","D",0,"D",0,"D",0,4,"BROKAW","WI","MARATHON"
"54418","BRYANT, WI",,"J",36,"H",195,"H",951,8,"BRYANT","WI","LANGLADE"
"54420","CHILI, WI",,"H",71,"H",612,"H",2833,12,"CHILI","WI","CLARK"
"54421","COLBY, WI",,"G",997,"G",8410,"G",34853,71,"COLBY","WI","CLARK"
"54422","CURTISS, WI",,"J",672,"J",4698,"J",20859,23,"CURTISS","WI","CLARK"
"54423","CUSTER, WI",,"H",166,"H",1134,"H",5584,45,"CUSTER","WI","PORTAGE"
"54424","DEERBROOK, WI",,"H",97,"G",683,"G",2831,23,"DEERBROOK","WI","LANGLADE"
"54425","DORCHESTER, WI",,"G",637,"G",7190,"G",27655,48,"DORCHESTER","WI","CLARK"
"54426","EDGAR, WI",,"J",518,"H",4023,"H",16773,61,"EDGAR","WI","MARATHON"
"54427","ELAND, WI",,"H",36,"G",254,"G",1083,11,"ELAND","WI","MARATHON"
"54428","ELCHO, WI",,"H",137,"G",711,"G",3205,31,"ELCHO","WI","LANGLADE"
"54429","ELDERON, WI",,"J",14,"J",30,"J",116,3,"ELDERON","WI","MARATHON"
"54430","ELTON, WI","A","D",0,"D",0,"D",0,3,"ELTON","WI","LANGLADE"
"54432","GALLOWAY, WI","A","D",0,"D",0,"D",0,1,"GALLOWAY","WI","MARATHON"
"54433","GILMAN, WI",,"H",334,"G",2131,"G",11369,35,"GILMAN","WI","TAYLOR"
"54434","JUMP RIVER, WI","A","D",0,"D",0,"D",0,1,"JUMP RIVER","WI","TAYLOR"
"54435","GLEASON, WI",,"G",103,"H",589,"H",2471,33,"GLEASON","WI","LINCOLN"
"54436","GRANTON, WI",,"G",362,"G",2454,"G",11136,24,"GRANTON","WI","CLARK"
"54437","GREENWOOD, WI",,"H",880,"H",8625,"H",40714,65,"GREENWOOD","WI","CLARK"
"54440","HATLEY, WI",,"J",209,"H",864,"H",4810,33,"HATLEY","WI","MARATHON"
"54441","HEWITT, WI",,"J",41,"J",203,"J",857,6,"HEWITT","WI","WOOD"
"54442","IRMA, WI",,"J",21,"J",126,"H",850,6,"IRMA","WI","LINCOLN"
"54443","JUNCTION CITY, WI",,"G",212,"H",1588,"H",6767,35,"JUNCTION CITY","WI","PORTAGE"
"54446","LOYAL, WI",,"G",440,"G",3711,"G",17592,68,"LOYAL","WI","CLARK"
"54447","LUBLIN, WI",,"J",13,"J",23,"J",126,3,"LUBLIN","WI","TAYLOR"
"54448","MARATHON, WI",,"H",2340,"H",21692,"H",89462,105,"MARATHON","WI","MARATHON"
"54449","MARSHFIELD, WI",,"G",20247,"G",219800,"G",930604,737,"MARSHFIELD","WI","WOOD"
"54450","MATTOON, WI",,"J",157,"J",855,"J",3154,6,"MATTOON","WI","SHAWANO"
"54451","MEDFORD, WI",,"G",6365,"G",54518,"G",230427,358,"MEDFORD","WI","TAYLOR"
"54452","MERRILL, WI",,"G",5843,"H",53049,"H",215608,382,"MERRILL","WI","LINCOLN"
"54454","MILLADORE, WI",,"H",92,"H",548,"H",2438,17,"MILLADORE","WI","WOOD"
"54455","MOSINEE, WI",,"G",4089,"H",41910,"G",175380,302,"MOSINEE","WI","MARATHON"
"54456","NEILLSVILLE, WI",,"G",2319,"G",17431,"G",77323,171,"NEILLSVILLE","WI","CLARK"
"54457","NEKOOSA, WI",,"G",1795,"G",19872,"G",80303,124,"NEKOOSA","WI","WOOD"
"54458","NELSONVILLE, WI","A","D",0,"D",0,"D",0,2,"NELSONVILLE","WI","PORTAGE"
"54459","OGEMA, WI",,"J",92,"H",510,"H",2411,19,"OGEMA","WI","PRICE"
"54460","OWEN, WI",,"G",399,"H",3545,"H",14790,45,"OWEN","WI","CLARK"
"54462","PEARSON, WI",,"H",23,"G",69,"G",357,10,"PEARSON","WI","LANGLADE"
"54463","PELICAN LAKE, WI",,"J",42,"H",212,"H",2086,18,"PELICAN LAKE","WI","ONEIDA"
"54464","PHLOX, WI",,"G",14,"G",45,"G",226,4,"PHLOX","WI","LANGLADE"
"54465","PICKEREL, WI",,"J",50,"H",209,"H",1047,14,"PICKEREL","WI","LANGLADE"
"54466","PITTSVILLE, WI",,"G",341,"H",1907,"H",8435,53,"PITTSVILLE","WI","WOOD"
"54467","PLOVER, WI",,"G",6904,"G",53895,"G",239976,359,"PLOVER","WI","PORTAGE"
"54469","PORT EDWARDS, WI",,"J",272,"H",1045,"H",4998,17,"PORT EDWARDS","WI","WOOD"
"54470","RIB LAKE, WI",,"H",264,"H",1451,"H",6311,34,"RIB LAKE","WI","TAYLOR"
"54471","RINGLE, WI",,"H",96,"H",742,"G",3334,24,"RINGLE","WI","MARATHON"
"54473","ROSHOLT, WI",,"H",193,"H",2190,"H",10976,35,"ROSHOLT","WI","PORTAGE"
"54474","ROTHSCHILD, WI",,"G",3397,"H",38931,"H",163967,125,"ROTHSCHILD","WI","MARATHON"
"54475","RUDOLPH, WI",,"H",240,"J",1391,"H",6740,34,"RUDOLPH","WI","WOOD"
"54476","SCHOFIELD, WI",,"G",12698,"G",123768,"G",531508,517,"SCHOFIELD","WI","MARATHON"
"54479","SPENCER, WI",,"G",901,"H",8590,"H",35940,95,"SPENCER","WI","MARATHON"
"54480","STETSONVILLE, WI",,"G",129,"G",889,"G",3915,17,"STETSONVILLE","WI","TAYLOR"
"54481","STEVENS POINT, WI",,"G",18113,"H",199152,"H",767081,829,"STEVENS POINT","WI","PORTAGE"
"54482","STEVENS POINT, WI",,"G",2585,"G",21400,"G",85273,144,"STEVENS POINT","WI","PORTAGE"
"54484","STRATFORD, WI",,"H",1255,"H",13406,"H",61689,90,"STRATFORD","WI","MARATHON"
"54485","SUMMIT LAKE, WI",,"J",27,"H",141,"G",845,10,"SUMMIT LAKE","WI","LANGLADE"
"54486","TIGERTON, WI",,"H",248,"H",1366,"H",6489,43,"TIGERTON","WI","SHAWANO"
"54487","TOMAHAWK, WI",,"G",3109,"G",31472,"G",127244,291,"TOMAHAWK","WI","LINCOLN"
"54488","UNITY, WI",,"J",52,"H",461,"H",2291,13,"UNITY","WI","MARATHON"
"54489","VESPER, WI",,"H",224,"H",2579,"H",10554,26,"VESPER","WI","WOOD"
"54490","WESTBORO, WI",,"H",97,"H",626,"H",2740,16,"WESTBORO","WI","TAYLOR"
"54491","WHITE LAKE, WI",,"H",294,"G",2535,"G",10193,28,"WHITE LAKE","WI","LANGLADE"
"54493","WILLARD, WI",,"H",92,"H",480,"H",2268,17,"WILLARD","WI","CLARK"
"54494","WISCONSIN RAPIDS, WI",,"G",8515,"G",72778,"G",312264,639,"WISCONSIN RAPIDS","WI","WOOD"
"54495","WISCONSIN RAPIDS, WI",,"H",3966,"H",54022,"H",199622,190,"WISCONSIN RAPIDS","WI","WOOD"
"54498","WITHEE, WI",,"H",279,"H",2412,"H",9611,38,"WITHEE","WI","CLARK"
"54499","WITTENBERG, WI",,"H",1058,"H",7986,"H",32961,78,"WITTENBERG","WI","SHAWANO"
"54501","RHINELANDER, WI",,"G",8961,"G",73756,"G",310398,686,"RHINELANDER","WI","ONEIDA"
"54511","ARGONNE, WI",,"H",126,"H",821,"H",4144,27,"ARGONNE","WI","FOREST"
"54512","BOULDER JUNCTION, WI",,"G",235,"G",1248,"G",6696,47,"BOULDER JUNCTION","WI","VILAS"
"54513","BRANTWOOD, WI",,"J",9,"G",52,"G",189,5,"BRANTWOOD","WI","PRICE"
"54514","BUTTERNUT, WI",,"H",98,"G",551,"G",2291,30,"BUTTERNUT","WI","ASHLAND"
"54515","CATAWBA, WI",,"H",32,"H",140,"H",653,8,"CATAWBA","WI","PRICE"
"54517","CLAM LAKE, WI",,"G",21,"J",42,"H",193,3,"CLAM LAKE","WI","ASHLAND"
"54519","CONOVER, WI",,"G",143,"G",608,"G",3302,40,"CONOVER","WI","VILAS"
"54520","CRANDON, WI",,"H",826,"H",6267,"H",26983,114,"CRANDON","WI","FOREST"
"54521","EAGLE RIVER, WI",,"G",2463,"G",17094,"G",83758,398,"EAGLE RIVER","WI","VILAS"
"54524","FIFIELD, WI",,"G",76,"G",452,"G",2272,16,"FIFIELD","WI","PRICE"
"54525","GILE, WI","A","D",0,"D",0,"D",0,2,"GILE","WI","IRON"
"54526","GLEN FLORA, WI",,"G",181,"G",1397,"G",5679,13,"GLEN FLORA","WI","RUSK"
"54527","GLIDDEN, WI",,"G",128,"G",547,"G",2645,28,"GLIDDEN","WI","ASHLAND"
"54529","HARSHAW, WI",,"J",37,"J",259,"J",1310,14,"HARSHAW","WI","ONEIDA"
"54530","HAWKINS, WI","F","D",0,"D",0,"D",0,8,"HAWKINS","WI","RUSK"
"54531","HAZELHURST, WI",,"J",130,"H",584,"H",2884,42,"HAZELHURST","WI","ONEIDA"
"54532","HEAFFORD JUNCTION, WI","A","D",0,"D",0,"D",0,1,"HEAFFORD JUNCTION","WI","LINCOLN"
"54534","HURLEY, WI",,"G",946,"G",5627,"G",24687,112,"HURLEY","WI","IRON"
"54536","IRON BELT, WI","A","D",0,"D",0,"D",0,2,"IRON BELT","WI","IRON"
"54537","KENNAN, WI",,"J",70,"J",441,"J",2911,11,"KENNAN","WI","PRICE"
"54538","LAC DU FLAMBEAU, WI",,"J",621,"J",3390,"J",15588,35,"LAC DU FLAMBEAU","WI","VILAS"
"54539","LAKE TOMAHAWK, WI",,"H",49,"H",275,"G",1455,21,"LAKE TOMAHAWK","WI","ONEIDA"
"54540","LAND O LAKES, WI",,"G",374,"G",2507,"G",11320,66,"LAND O LAKES","WI","VILAS"
"54541","LAONA, WI",,"G",389,"H",4376,"H",18091,41,"LAONA","WI","FOREST"
"54542","LONG LAKE, WI",,"J",34,"H",116,"H",514,12,"LONG LAKE","WI","FLORENCE"
"54543","MC NAUGHTON, WI","B","D",0,"D",0,"D",0,2,"MC NAUGHTON","WI","ONEIDA"
"54545","MANITOWISH WATERS, WI",,"H",312,"G",1698,"G",9207,64,"MANITOWISH WATERS","WI","VILAS"
"54546","MELLEN, WI",,"H",400,"H",3479,"H",14373,30,"MELLEN","WI","ASHLAND"
"54547","MERCER, WI",,"H",278,"H",1694,"H",8043,60,"MERCER","WI","IRON"
"54548","MINOCQUA, WI",,"G",3129,"H",27515,"H",122765,352,"MINOCQUA","WI","ONEIDA"
"54550","MONTREAL, WI",,"J",11,"G",29,"H",399,6,"MONTREAL","WI","IRON"
"54552","PARK FALLS, WI",,"H",2150,"H",16100,"H",68470,146,"PARK FALLS","WI","PRICE"
"54554","PHELPS, WI",,"H",281,"H",1600,"H",7351,33,"PHELPS","WI","VILAS"
"54555","PHILLIPS, WI",,"G",1667,"H",16201,"H",71915,167,"PHILLIPS","WI","PRICE"
"54556","PRENTICE, WI",,"J",505,"J",5900,"J",23588,37,"PRENTICE","WI","PRICE"
"54557","PRESQUE ISLE, WI",,"J",76,"H",356,"G",2004,33,"PRESQUE ISLE","WI","VILAS"
"54558","SAINT GERMAIN, WI",,"G",449,"G",2226,"G",11628,103,"SAINT GERMAIN","WI","VILAS"
"54559","SAXON, WI",,"J",35,"H",206,"H",703,14,"SAXON","WI","IRON"
"54560","SAYNER, WI",,"H",105,"H",740,"H",3162,26,"SAYNER","WI","VILAS"
"54561","STAR LAKE, WI",,"G",2,"J",13,"J",67,3,"STAR LAKE","WI","VILAS"
"54562","THREE LAKES, WI",,"G",451,"H",2856,"H",14666,84,"THREE LAKES","WI","ONEIDA"
"54563","TONY, WI",,"H",54,"G",358,"G",1587,11,"TONY","WI","RUSK"
"54564","TRIPOLI, WI",,"J",18,"J",84,"J",364,3,"TRIPOLI","WI","ONEIDA"
"54565","UPSON, WI","B","D",0,"D",0,"D",0,2,"UPSON","WI","IRON"
"54566","WABENO, WI",,"J",329,"H",2711,"H",12245,33,"WABENO","WI","FOREST"
"54568","WOODRUFF, WI",,"H",1585,"H",13445,"H",61118,197,"WOODRUFF","WI","ONEIDA"
"54601","LA CROSSE, WI",,"G",30342,"H",296483,"H",1229262,1271,"LA CROSSE","WI","LA CROSSE"
"54602","LA CROSSE, WI",,"H",1832,"J",19481,"J",92983,72,"LA CROSSE","WI","LA CROSSE"
"54603","LA CROSSE, WI",,"G",10345,"G",89426,"G",386288,504,"LA CROSSE","WI","LA CROSSE"
"54610","ALMA, WI",,"H",291,"H",2587,"H",11329,47,"ALMA","WI","BUFFALO"
"54611","ALMA CENTER, WI",,"J",178,"H",1132,"H",4826,27,"ALMA CENTER","WI","JACKSON"
"54612","ARCADIA, WI",,"H",6918,"H",68921,"H",292560,109,"ARCADIA","WI","TREMPEALEAU"
"54613","ARKDALE, WI",,"G",99,"H",479,"G",2815,24,"ARKDALE","WI","ADAMS"
"54614","BANGOR, WI",,"H",306,"H",2213,"H",9913,42,"BANGOR","WI","LA CROSSE"
"54615","BLACK RIVER FALLS, WI",,"H",4769,"H",49687,"H",228709,278,"BLACK RIVER FALLS","WI","JACKSON"
"54616","BLAIR, WI",,"H",528,"H",3450,"G",14794,45,"BLAIR","WI","TREMPEALEAU"
"54618","CAMP DOUGLAS, WI",,"H",131,"H",722,"H",3290,23,"CAMP DOUGLAS","WI","JUNEAU"
"54619","CASHTON, WI",,"G",647,"G",4931,"G",21625,61,"CASHTON","WI","MONROE"
"54621","CHASEBURG, WI",,"H",103,"H",739,"H",3664,13,"CHASEBURG","WI","VERNON"
"54622","COCHRANE, WI",,"H",298,"G",1776,"G",8433,39,"COCHRANE","WI","BUFFALO"
"54623","COON VALLEY, WI",,"H",258,"H",1813,"H",8356,34,"COON VALLEY","WI","VERNON"
"54624","DE SOTO, WI",,"G",86,"H",389,"G",1769,17,"DE SOTO","WI","VERNON"
"54625","DODGE, WI",,"J",10,"H",64,"J",264,5,"DODGE","WI","TREMPEALEAU"
"54626","EASTMAN, WI",,"J",64,"H",249,"H",1284,18,"EASTMAN","WI","CRAWFORD"
"54627","ETTRICK, WI",,"H",159,"G",964,"G",4872,38,"ETTRICK","WI","TREMPEALEAU"
"54628","FERRYVILLE, WI",,"H",42,"H",137,"H",790,14,"FERRYVILLE","WI","CRAWFORD"
"54629","FOUNTAIN CITY, WI",,"G",359,"G",1990,"G",9025,58,"FOUNTAIN CITY","WI","BUFFALO"
"54630","GALESVILLE, WI",,"G",861,"G",6173,"H",30592,83,"GALESVILLE","WI","TREMPEALEAU"
"54631","GAYS MILLS, WI",,"J",202,"H",1653,"H",6906,30,"GAYS MILLS","WI","CRAWFORD"
"54632","GENOA, WI",,"H",163,"H",2306,"H",9686,14,"GENOA","WI","VERNON"
"54634","HILLSBORO, WI",,"H",758,"H",6066,"H",27009,82,"HILLSBORO","WI","VERNON"
"54635","HIXTON, WI",,"G",170,"H",968,"G",6354,33,"HIXTON","WI","JACKSON"
"54636","HOLMEN, WI",,"G",2428,"G",15821,"G",70725,249,"HOLMEN","WI","LA CROSSE"
"54637","HUSTLER, WI",,"J",35,"H",46,"G",143,7,"HUSTLER","WI","JUNEAU"
"54638","KENDALL, WI",,"H",98,"J",750,"H",3030,20,"KENDALL","WI","MONROE"
"54639","LA FARGE, WI",,"J",655,"J",6972,"J",31084,48,"LA FARGE","WI","VERNON"
"54640","LYNXVILLE, WI","A","D",0,"D",0,"D",0,1,"LYNXVILLE","WI","CRAWFORD"
"54641","MATHER, WI","A","D",0,"D",0,"D",0,1,"MATHER","WI","JUNEAU"
"54642","MELROSE, WI",,"G",130,"G",653,"G",3317,33,"MELROSE","WI","JACKSON"
"54643","MILLSTON, WI",,"J",42,"J",263,"J",1037,4,"MILLSTON","WI","JACKSON"
"54644","MINDORO, WI",,"G",107,"H",697,"G",3579,22,"MINDORO","WI","LA CROSSE"
"54645","MOUNT STERLING, WI",,"G",14,"H",47,"J",273,3,"MOUNT STERLING","WI","CRAWFORD"
"54646","NECEDAH, WI",,"H",611,"H",4409,"H",18601,63,"NECEDAH","WI","JUNEAU"
"54648","NORWALK, WI",,"J",57,"J",558,"J",2721,16,"NORWALK","WI","MONROE"
"54649","OAKDALE, WI","A","D",0,"D",0,"D",0,2,"OAKDALE","WI","MONROE"
"54650","ONALASKA, WI",,"G",12482,"G",102900,"G",437437,656,"ONALASKA","WI","LA CROSSE"
"54651","ONTARIO, WI",,"H",77,"G",476,"G",2280,20,"ONTARIO","WI","VERNON"
"54652","READSTOWN, WI",,"G",136,"G",491,"G",2132,14,"READSTOWN","WI","VERNON"
"54653","ROCKLAND, WI",,"J",227,"J",1319,"J",6679,13,"ROCKLAND","WI","LA CROSSE"
"54654","SENECA, WI",,"H",45,"H",267,"H",1481,7,"SENECA","WI","CRAWFORD"
"54655","SOLDIERS GROVE, WI",,"J",184,"J",1080,"J",4314,24,"SOLDIERS GROVE","WI","CRAWFORD"
"54656","SPARTA, WI",,"G",5515,"G",46074,"G",195527,383,"SPARTA","WI","MONROE"
"54658","STODDARD, WI",,"J",165,"J",876,"J",4273,23,"STODDARD","WI","VERNON"
"54659","TAYLOR, WI",,"G",324,"H",5183,"G",23944,27,"TAYLOR","WI","JACKSON"
"54660","TOMAH, WI",,"G",8483,"G",85992,"G",364422,420,"TOMAH","WI","MONROE"
"54661","TREMPEALEAU, WI",,"H",370,"H",1806,"H",9202,52,"TREMPEALEAU","WI","TREMPEALEAU"
"54662","TUNNEL CITY, WI","A","D",0,"D",0,"D",0,1,"TUNNEL CITY","WI","MONROE"
"54664","VIOLA, WI",,"J",369,"J",3850,"J",15852,20,"VIOLA","WI","RICHLAND"
"54665","VIROQUA, WI",,"G",3551,"G",25099,"G",106014,269,"VIROQUA","WI","VERNON"
"54666","WARRENS, WI",,"H",391,"H",3353,"H",13538,40,"WARRENS","WI","MONROE"
"54667","WESTBY, WI",,"G",1149,"G",9313,"G",41715,105,"WESTBY","WI","VERNON"
"54669","WEST SALEM, WI",,"G",3120,"G",24618,"G",113305,185,"WEST SALEM","WI","LA CROSSE"
"54670","WILTON, WI",,"H",356,"H",3203,"H",13919,23,"WILTON","WI","MONROE"
"54701","EAU CLAIRE, WI",,"G",27791,"G",227213,"G",963222,1423,"EAU CLAIRE","WI","EAU CLAIRE"
"54702","EAU CLAIRE, WI",,"H",1706,"H",21861,"H",82999,45,"EAU CLAIRE","WI","EAU CLAIRE"
"54703","EAU CLAIRE, WI",,"H",20148,"H",234633,"H",869623,975,"EAU CLAIRE","WI","EAU CLAIRE"
"54720","ALTOONA, WI",,"G",1949,"G",17414,"G",82120,182,"ALTOONA","WI","EAU CLAIRE"
"54721","ARKANSAW, WI",,"G",92,"G",806,"G",3158,23,"ARKANSAW","WI","PEPIN"
"54722","AUGUSTA, WI",,"G",694,"G",5704,"G",26089,72,"AUGUSTA","WI","EAU CLAIRE"
"54723","BAY CITY, WI",,"H",103,"H",929,"H",3976,20,"BAY CITY","WI","PIERCE"
"54724","BLOOMER, WI",,"G",2655,"G",21615,"G",100207,214,"BLOOMER","WI","CHIPPEWA"
"54725","BOYCEVILLE, WI",,"G",260,"G",2471,"G",9532,40,"BOYCEVILLE","WI","DUNN"
"54726","BOYD, WI",,"G",115,"G",722,"G",3428,29,"BOYD","WI","CHIPPEWA"
"54727","CADOTT, WI",,"H",885,"H",5225,"H",25923,110,"CADOTT","WI","CHIPPEWA"
"54728","CHETEK, WI",,"G",1209,"H",9097,"H",43976,149,"CHETEK","WI","BARRON"
"54729","CHIPPEWA FALLS, WI",,"G",13951,"G",134696,"G",568230,789,"CHIPPEWA FALLS","WI","CHIPPEWA"
"54730","COLFAX, WI",,"G",556,"G",3289,"G",15613,88,"COLFAX","WI","DUNN"
"54731","CONRATH, WI",,"J",55,"H",229,"H",1067,10,"CONRATH","WI","RUSK"
"54732","CORNELL, WI",,"H",590,"H",4490,"H",19394,60,"CORNELL","WI","CHIPPEWA"
"54733","DALLAS, WI",,"J",120,"J",649,"J",2646,23,"DALLAS","WI","BARRON"
"54734","DOWNING, WI",,"H",122,"H",966,"H",3975,15,"DOWNING","WI","DUNN"
"54735","DOWNSVILLE, WI","B","D",0,"D",0,"D",0,7,"DOWNSVILLE","WI","DUNN"
"54736","DURAND, WI",,"G",1425,"G",13126,"G",58488,147,"DURAND","WI","PEPIN"
"54737","EAU GALLE, WI",,"J",26,"J",141,"H",908,11,"EAU GALLE","WI","DUNN"
"54738","ELEVA, WI",,"G",271,"G",2108,"G",10014,56,"ELEVA","WI","TREMPEALEAU"
"54739","ELK MOUND, WI",,"H",317,"G",2259,"G",10753,61,"ELK MOUND","WI","DUNN"
"54740","ELMWOOD, WI",,"G",382,"G",2303,"G",10168,41,"ELMWOOD","WI","PIERCE"
"54741","FAIRCHILD, WI",,"J",59,"H",276,"H",1933,17,"FAIRCHILD","WI","EAU CLAIRE"
"54742","FALL CREEK, WI",,"H",518,"H",3437,"H",15507,74,"FALL CREEK","WI","EAU CLAIRE"
"54743","GILMANTON, WI","A","D",0,"D",0,"D",0,2,"GILMANTON","WI","BUFFALO"
"54745","HOLCOMBE, WI",,"G",228,"G",1409,"G",6196,54,"HOLCOMBE","WI","CHIPPEWA"
"54746","HUMBIRD, WI","A","D",0,"D",0,"D",0,1,"HUMBIRD","WI","CLARK"
"54747","INDEPENDENCE, WI",,"G",357,"H",2718,"H",11865,41,"INDEPENDENCE","WI","TREMPEALEAU"
"54748","JIM FALLS, WI",,"J",194,"H",1673,"H",7377,24,"JIM FALLS","WI","CHIPPEWA"
"54749","KNAPP, WI",,"H",139,"H",1122,"H",8756,27,"KNAPP","WI","DUNN"
"54750","MAIDEN ROCK, WI",,"H",162,"H",2436,"H",12200,18,"MAIDEN ROCK","WI","PIERCE"
"54751","MENOMONIE, WI",,"G",11799,"G",112939,"G",472693,588,"MENOMONIE","WI","DUNN"
"54754","MERRILLAN, WI",,"H",169,"J",1863,"J",5489,19,"MERRILLAN","WI","JACKSON"
"54755","MONDOVI, WI",,"H",1806,"H",17273,"H",73491,161,"MONDOVI","WI","BUFFALO"
"54756","NELSON, WI",,"H",125,"H",624,"H",2862,18,"NELSON","WI","BUFFALO"
"54757","NEW AUBURN, WI",,"G",498,"H",5119,"H",20475,59,"NEW AUBURN","WI","CHIPPEWA"
"54758","OSSEO, WI",,"H",1601,"J",14291,"J",60658,107,"OSSEO","WI","TREMPEALEAU"
"54759","PEPIN, WI",,"H",244,"H",1228,"G",5835,36,"PEPIN","WI","PEPIN"
"54760","PIGEON FALLS, WI",,"G",73,"G",610,"G",2665,11,"PIGEON FALLS","WI","TREMPEALEAU"
"54761","PLUM CITY, WI",,"H",202,"H",949,"H",4252,26,"PLUM CITY","WI","PIERCE"
"54762","PRAIRIE FARM, WI",,"G",101,"H",583,"H",2620,25,"PRAIRIE FARM","WI","BARRON"
"54763","RIDGELAND, WI",,"H",204,"H",1503,"H",6281,32,"RIDGELAND","WI","DUNN"
